640
2048
2
646
6
394
1802
907
4620
1806
786
921
282
808
809
1581
558
8370
2486
314
703
322
8003
2626
1096
15818
332
3148
79
83
2393
221
96
227
744
1132
1009
115
1269
4342
887
1655
121
1402
1405
