mayavision2012****OpPinkPower,0.1111111111111111
mayavision2012****linhar,0.04878048780487805
mayavision2012****Trutherton,0.10526315789473684
mayavision2012****aNOLAmous,0.08450704225352113
mayavision2012****BMKR92,0.1111111111111111
mayavision2012****wl_central,0.09090909090909091
mayavision2012****PFailBlog,0.09259259259259259
mayavision2012****PierreZeitgeist,0.10679611650485436
mayavision2012****QueerjohnPA,0.08411214953271028
OpPinkPower****mayavision2012,0.1111111111111111
OpPinkPower****linhar,0.041666666666666664
OpPinkPower****Trutherton,0.13095238095238096
OpPinkPower****aNOLAmous,0.12371134020618557
OpPinkPower****BMKR92,0.17391304347826086
OpPinkPower****wl_central,0.06666666666666667
OpPinkPower****PFailBlog,0.0963855421686747
OpPinkPower****PierreZeitgeist,0.15873015873015872
OpPinkPower****QueerjohnPA,0.14728682170542637
linhar****mayavision2012,0.04878048780487805
linhar****OpPinkPower,0.041666666666666664
linhar****Trutherton,0.037037037037037035
linhar****aNOLAmous,0.05
linhar****BMKR92,0.03260869565217391
linhar****wl_central,0.08333333333333333
linhar****PFailBlog,0.09090909090909091
linhar****PierreZeitgeist,0.039473684210526314
linhar****QueerjohnPA,0.038461538461538464
Trutherton****mayavision2012,0.10526315789473684
Trutherton****OpPinkPower,0.13095238095238096
Trutherton****linhar,0.037037037037037035
Trutherton****aNOLAmous,0.08771929824561403
Trutherton****BMKR92,0.09523809523809523
Trutherton****wl_central,0.13793103448275862
Trutherton****PFailBlog,0.15789473684210525
Trutherton****PierreZeitgeist,0.13793103448275862
Trutherton****QueerjohnPA,0.10989010989010989
aNOLAmous****mayavision2012,0.08450704225352113
aNOLAmous****OpPinkPower,0.12371134020618557
aNOLAmous****linhar,0.05
aNOLAmous****Trutherton,0.08771929824561403
aNOLAmous****BMKR92,0.08403361344537816
aNOLAmous****wl_central,0.06818181818181818
aNOLAmous****PFailBlog,0.09433962264150944
aNOLAmous****PierreZeitgeist,0.0761904761904762
aNOLAmous****QueerjohnPA,0.11650485436893204
BMKR92****mayavision2012,0.1111111111111111
BMKR92****OpPinkPower,0.17391304347826086
BMKR92****linhar,0.03260869565217391
BMKR92****Trutherton,0.09523809523809523
BMKR92****aNOLAmous,0.08403361344537816
BMKR92****wl_central,0.041666666666666664
BMKR92****PFailBlog,0.07766990291262135
BMKR92****PierreZeitgeist,0.11409395973154363
BMKR92****QueerjohnPA,0.19148936170212766
wl_central****mayavision2012,0.09090909090909091
wl_central****OpPinkPower,0.06666666666666667
wl_central****linhar,0.08333333333333333
wl_central****Trutherton,0.13793103448275862
wl_central****aNOLAmous,0.06818181818181818
wl_central****BMKR92,0.041666666666666664
wl_central****PFailBlog,0.16
wl_central****PierreZeitgeist,0.06329113924050633
wl_central****QueerjohnPA,0.04878048780487805
PFailBlog****mayavision2012,0.09259259259259259
PFailBlog****OpPinkPower,0.0963855421686747
PFailBlog****linhar,0.09090909090909091
PFailBlog****Trutherton,0.15789473684210525
PFailBlog****aNOLAmous,0.09433962264150944
PFailBlog****BMKR92,0.07766990291262135
PFailBlog****wl_central,0.16
PFailBlog****PierreZeitgeist,0.10465116279069768
PFailBlog****QueerjohnPA,0.0898876404494382
PierreZeitgeist****mayavision2012,0.10679611650485436
PierreZeitgeist****OpPinkPower,0.15873015873015872
PierreZeitgeist****linhar,0.039473684210526314
PierreZeitgeist****Trutherton,0.13793103448275862
PierreZeitgeist****aNOLAmous,0.0761904761904762
PierreZeitgeist****BMKR92,0.11409395973154363
PierreZeitgeist****wl_central,0.06329113924050633
PierreZeitgeist****PFailBlog,0.10465116279069768
PierreZeitgeist****QueerjohnPA,0.1259259259259259
QueerjohnPA****mayavision2012,0.08411214953271028
QueerjohnPA****OpPinkPower,0.14728682170542637
QueerjohnPA****linhar,0.038461538461538464
QueerjohnPA****Trutherton,0.10989010989010989
QueerjohnPA****aNOLAmous,0.11650485436893204
QueerjohnPA****BMKR92,0.19148936170212766
QueerjohnPA****wl_central,0.04878048780487805
QueerjohnPA****PFailBlog,0.0898876404494382
QueerjohnPA****PierreZeitgeist,0.1259259259259259
