mayavision2012****OpPinkPower,0.0,-1
mayavision2012****linhar,0.0,-1
mayavision2012****Trutherton,0.0,-1
mayavision2012****aNOLAmous,0.08,-1
mayavision2012****BMKR92,0.03333333333333333,-1
mayavision2012****wl_central,0.0,-1
mayavision2012****PFailBlog,0.0,-1
mayavision2012****PierreZeitgeist,0.016666666666666666,-1
mayavision2012****QueerjohnPA,0.017699115044247787,-1
OpPinkPower****mayavision2012,0.0,-1
OpPinkPower****linhar,0.0,-1
OpPinkPower****Trutherton,0.037037037037037035,-1
OpPinkPower****aNOLAmous,0.0,-1
OpPinkPower****BMKR92,0.042682926829268296,-1
OpPinkPower****wl_central,0.0,-1
OpPinkPower****PFailBlog,0.0,-1
OpPinkPower****PierreZeitgeist,0.038461538461538464,-1
OpPinkPower****QueerjohnPA,0.006211180124223602,-1
linhar****mayavision2012,0.0,-1
linhar****OpPinkPower,0.0,-1
linhar****Trutherton,0.0,-1
linhar****aNOLAmous,0.0,-1
linhar****BMKR92,0.009259259259259259,-1
linhar****wl_central,0.0,-1
linhar****PFailBlog,0.0,-1
linhar****PierreZeitgeist,0.0,-1
linhar****QueerjohnPA,0.010101010101010102,-1
Trutherton****mayavision2012,0.0,-1
Trutherton****OpPinkPower,0.037037037037037035,-1
Trutherton****linhar,0.0,-1
Trutherton****aNOLAmous,0.0,-1
Trutherton****BMKR92,0.043859649122807015,-1
Trutherton****wl_central,0.0,-1
Trutherton****PFailBlog,0.0,-1
Trutherton****PierreZeitgeist,0.09803921568627451,-1
Trutherton****QueerjohnPA,0.009174311926605505,-1
aNOLAmous****mayavision2012,0.08,-1
aNOLAmous****OpPinkPower,0.0,-1
aNOLAmous****linhar,0.0,-1
aNOLAmous****Trutherton,0.0,-1
aNOLAmous****BMKR92,0.009259259259259259,-1
aNOLAmous****wl_central,0.0,-1
aNOLAmous****PFailBlog,0.0,-1
aNOLAmous****PierreZeitgeist,0.022222222222222223,-1
aNOLAmous****QueerjohnPA,0.010101010101010102,-1
BMKR92****mayavision2012,0.03333333333333333,-1
BMKR92****OpPinkPower,0.042682926829268296,-1
BMKR92****linhar,0.009259259259259259,-1
BMKR92****Trutherton,0.043859649122807015,-1
BMKR92****aNOLAmous,0.009259259259259259,-1
BMKR92****wl_central,0.0,-1
BMKR92****PFailBlog,0.0,-1
BMKR92****PierreZeitgeist,0.07518796992481203,-1
BMKR92****QueerjohnPA,0.08241758241758242,-1
wl_central****mayavision2012,0.0,-1
wl_central****OpPinkPower,0.0,-1
wl_central****linhar,0.0,-1
wl_central****Trutherton,0.0,-1
wl_central****aNOLAmous,0.0,-1
wl_central****BMKR92,0.0,-1
wl_central****PFailBlog,0.0,-1
wl_central****PierreZeitgeist,0.0,-1
wl_central****QueerjohnPA,0.0,-1
PFailBlog****mayavision2012,0.0,-1
PFailBlog****OpPinkPower,0.0,-1
PFailBlog****linhar,0.0,-1
PFailBlog****Trutherton,0.0,-1
PFailBlog****aNOLAmous,0.0,-1
PFailBlog****BMKR92,0.0,-1
PFailBlog****wl_central,0.0,-1
PFailBlog****PierreZeitgeist,0.0,-1
PFailBlog****QueerjohnPA,0.0,-1
PierreZeitgeist****mayavision2012,0.016666666666666666,-1
PierreZeitgeist****OpPinkPower,0.038461538461538464,-1
PierreZeitgeist****linhar,0.0,-1
PierreZeitgeist****Trutherton,0.09803921568627451,-1
PierreZeitgeist****aNOLAmous,0.022222222222222223,-1
PierreZeitgeist****BMKR92,0.07518796992481203,-1
PierreZeitgeist****wl_central,0.0,-1
PierreZeitgeist****PFailBlog,0.0,-1
PierreZeitgeist****QueerjohnPA,0.046875,-1
QueerjohnPA****mayavision2012,0.017699115044247787,-1
QueerjohnPA****OpPinkPower,0.006211180124223602,-1
QueerjohnPA****linhar,0.010101010101010102,-1
QueerjohnPA****Trutherton,0.009174311926605505,-1
QueerjohnPA****aNOLAmous,0.010101010101010102,-1
QueerjohnPA****BMKR92,0.08241758241758242,-1
QueerjohnPA****wl_central,0.0,-1
QueerjohnPA****PFailBlog,0.0,-1
QueerjohnPA****PierreZeitgeist,0.046875,-1
